id,image,city,name,description
265,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/177.jpg,jodhpur,balsamand lake,"balsamand lake is about 5 kilometres from jodhpur on the jodhpur-mandore road. built in 1159 ad, it was planned as a water reservoir to cater to mandore. the balsamand lake palace was built on its shore later as a summer palace. it is surrounded by lush green gardens that house groves of trees such as mango, papaya, pomegranate, guava and plum. animals and birds like the jackal and peacock also call this place home. this lake is now a popular picnic spot with tourists and locals."
266,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/178.jpg,jodhpur,guda village,"guda, a bishnoi village, is home to a vivid range of exotic wildlife and nature. it is a habitat for thousands of migratory birds in the area. one can often catch the demoiselle crane frolicking at the lake. antelopes and black bucks can also be spotted by the pond. this place is a must-visit for nature lovers."
267,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/181.jpg,jodhpur,marwar festival,"the marwar festival is one the most famous festivals of jodhpur and india. the two-day festival is held every year in the month of ashwin (between september and october) and for one night in osian town in the thar desert, in memory of the heroes of rajasthan. it was originally known as the maand festival. the marwar festival is a centre of authentic folk music, culture and lifestyle of rajasthan&rsquo;s rulers. the royal collection of art forms in this festival revisit the legends and stories written and sung to honour the former rulers of marwar. additionally, other attractions comprise of camel tattoo show and polo. the festival is held at famous venues like the umaid bhavan palace, mandore and mehrangarh fort."
268,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/180.jpg,jodhpur,flying fox,"this is a great opportunity to fly across the grandeur of forts and catch a glimpse of the vivid landscapes in jodhpur, rajasthan. the zip line tour, also called the flying fox, presents to you a sensational new perspective on the magnificent mehrangarh fort. fly high over the outer battlements of rajasthan's most majestic fortress, glide serenely over two desert lakes, trek through the rao jodha eco-park and enjoy the best view of mehrangarh and the blue city of jodhpur from the sky."
269,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/368.jpg,jodhpur,bishnoi village tour,"no trip to jodhpur is complete without a visit to the bishnoi village safari. the best (and only) way to get a glimpse into the rich cultural life of the state of marwa, this safari is the brainchild of the rajas and maharajas of jodhpur. one can catch the natural beauty of the state here. the bishnoi villagers are worshippers of nature and believe in the sanctity of all living things. one can also spot numerous migratory birds around guda bishnoi lake. this water body is also a watering hole for animals from nearby areas. bishnoi village is the perfect place to experience the traditions and customs of tribal life. it is a place caught in a delightful time warp, where life still goes on the way it did in the days of yore."
270,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/369.jpg,jodhpur,"when in jodhpur, a camel safari is a must","there is no better way to explore the vastly enchanting desert of rajasthan than with a camel safari. traverse through desert sand dunes, past ancient havelis, temples and even historic landmarks. the safari has options to suit the needs of the visitors. this offers the tourists a chance to get a taste of the real, rural rustic rajasthani lifestyle. if you&rsquo;re looking to experience an authentic camel-back tour of rajasthan then head to jodhpur."
271,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/147.jpg,jhalawar,jhalawar fort,"situated in the centre of the town, the jhalawar fort or garh palace is a beautiful monument. it was built by maharaj rana madan singh and his successors added beautiful paintings inside the rooms. these can be seen with the permission of appropriate authorities. the zenana khas or the &lsquo;women&rsquo;s palace&rsquo; has some excellent frescoes on both, walls and mirrors and they are prime examples of the hadoti school of art."
272,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/148.jpg,jhalawar,jhalawar government museum,"the jhalawar government museum is one of the oldest museums in rajasthan established in 1915 a.d and has a fine collection of rare paintings, manuscripts and idols. the museum is situated bang in the middle of the city and is also a part of the fort palace. this ancient structure is a great tourist attraction."
273,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/149.jpg,jhalawar,bhawani natyashala,"the bhawani natyashala is one of the most unusual theatres in india, constructed in 1921 a.d where parsi plays and cultural events would take place. this architectural wonder gives one an excellent insight into the world of theatre and art and is known to have an underground passage which allowed horses and chariots to appear on stage."
274,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/150.jpg,jhalawar,gagron fort,"gagron fort is a fine example of a hill and water fort. it is one of the six hill forts of rajasthan to be a part of the unesco world heritage site list. surrounded by the tranquil waters of the ahu, kali and sindh rivers on three sides, the fort is indeed a sight to behold. a beautiful mausoleum of sufi saint mitheshah just outside the fort is the venue for an annual colourful fair held during the month of moharram."
275,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/151.jpg,jhalawar,chandrabhaga temple,on the banks of the magnificent chandrabhaga river stand some beautiful chandrabhaga temples with intricately carved pillars and arched gateways. this region is known for the shri dwarkadheesh temple that was built by jhala zalim singh in the 11th century and the shantinath jain temple which has houses some beautiful murals and sculptures.
276,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/JS529.jpg,jhalawar,sun temple,"the finest temple of jhalrapatan is the 97-ft high, 10th-century temple dedicated to lord shiva. it is popularly known as the padmanabha or sun temple. similar to the sun temple in konark in orissa, the temple is crowned with a finely carved shikhara (spire). this high steeple is an amalgamation of miniature towers which seem to stick to the main tower, making it a unique one by itself. the shikhara is built in layers and the size of the pillars decreases as height increases, following a seven storey pillar format. the base of the shikhara is made up of larger pillars close to each other around the main foundation. this temple was first restored in the 16th century and later in the 19th century. the columns and arches at the entrance are richly carved with images of gods, goddesses and other hindu motifs. also worth seeing are old tiles engraved with figures of the gods-vishnu and krishna-on the outside walls of the temple."
277,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/JH530.jpg,jhalawar,herbal garden,"herbal garden is located close to the dwarkadheesh temple and has a wide variety of herbal and medicinal plants like varun, laxmana, shatavari, stevia, rudraksha sindoor, etc."
278,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/JD531.jpg,jhalawar,dwarkadheesh temple,"another gift from the founder of the city of jhalawar, jhala zalim singh, is the dwarkadheesh temple. the temple was built in 1796 ad on the banks of gomati sagar lake. in 1806 a.d, the idol of lord krishna was installed here."
279,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/JC532.jpg,jhalawar,"chandkheri adinath jain temple, khanpur","take a leap into the 17th-century&rsquo;s architectural splendour and religious sanctity by visiting the temple devoted to the first jain tirthankar(fordmaker), adinath. it is situated at chandkheri near khanpur and has a six feet tall lord adinath statue in sitting position. one can easily find traditional meals here along with decent &amp; reasonable accommodation options available within the temple area."
280,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/JD533.jpg,jhalawar,dalhanpur,"dalhanpur stands on the banks of river chhapi, close to an irrigation dam. a dense green forest adds charm to this antique place with beautifully carved pillars, torans and some erotic figures in the temple ruins, scattered around an area of 2 kms. at present, conservation and renovation work is under progress."
281,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/JU534.jpg,jhalawar,unhel jain temple,"one must visit this jain piligrim centre, having a thousand year old statue of lord parshwanath. this pilgrim centre holds a very high religious value for jains. enjoy the delicacies of jains here along with decent accommodation options at reasonable price within the temple area."
282,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/JB535.jpg,jhalawar,buddhist caves and stupas,"the buddhist caves located in the kolvi village are among jhalawar&rsquo;s greatest attractions. a colossal figure of buddha and the carved stupas are the most impressive structures in the caves. located about 90 kilometers from jhalawar, they are the finest surviving examples of indian art. tourists can also explore nearby villages of vinayaka and hatiyagour which are also known for their magnificent caves."
283,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/153.jpg,jhalawar,chandrabhaga fair,"every year, the chandrabhaga fair in rajasthan attracts travellers, pilgrims and explorers alike with rituals and traditions practiced in this region. named after the river chrandrabhaga, it is considered very sacred by the people of rajasthan."
284,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/152.jpg,jhalawar,visit buddhist caves and stupas,"the ancient buddhist caves located in the kolvi village are among jhalawar&rsquo;s greatest attractions. a colossal figure of buddha and the carved stupas are the most impressive structures in the caves. located about 90 kilometres from jhalawar, they are the finest surviving examples of indian art. tourists can also explore the nearby villages of vinayaka and hatiyagour which are also known for magnificent caves."
285,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/132.jpg,jaisalmer,jaisalmer fort,"the jaisalmer fort also goes by the name sonar quila (golden fort) as it rises from the desert itself and seems to become one with the golden hues of the sand. the setting sun adds its own magic and shrouds the fort with mystique. the fort is constructed in the classic style of the royals by local craftsmen. this fort is a world heritage site and forms an important plot point in one of satyajit ray&rsquo;s famous feluda stories and corresponding movie, sonar kela (the golden fortress)."
286,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/133.jpg,jaisalmer,jaisalmer government museum,"established by the department of archaeology and museums, it is a prime attraction for tourists visiting jaisalmer. the most striking display is the trophy of rajasthan&lsquo;s state bird godawan (the great indian bustard). traditional household items, rock-cut crockery, jewellery and statues from the 7th and 9th century ad displayed here are remnants of the city&rsquo;s rich cultural heritage."
287,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/137.jpg,jaisalmer,nathmal ji ki haveli,two architect brothers built nathmal ji ki haveli in the 19th century. they worked on the haveli from two sides and the outcome is a beautiful blend of the symmetrical construction. miniature style paintings and mighty tuskers carved out of yellow sandstone are used for decoration.
288,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/138.jpg,jaisalmer,salim singh ki haveli,"this haveli was built in the first half of the 18th century and a part of it is still occupied by descendants of the original residents. the high arched roof is supported by carved brackets designed in the shape of peacocks. legend has it that there were two additional wooden storeys that made it match the maharaja's palace in height, but he ordered for the upper level to be demolished."
289,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/139.jpg,jaisalmer,patwon ki haveli,"among the largest and the most elaborately carved havelis in jaisalmer, this five-storey structure sits proudly in a narrow street. while the haveli has lost some of its early glory, a few paintings and mirror work art can still be seen on the inside walls."
290,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/140.jpg,jaisalmer,mandir palace,the five-storeyed majesty of the badal mahal (cloud palace) is further enhanced by its pagoda-like tazia tower. each floor of the palace has an intricately carved balcony. the badal palace owes its beauty to the skills of muslim craftsmen who moulded the tower in the shape of a tazia (a float that&rsquo;s part of the procession of muharram).
291,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/142.jpg,jaisalmer,jain temples of jaisalmer,"the jain temples located inside the jaisalmer fort date back to the 12th and 15th centuries. the temples are dedicated to rikhabdevji and shambhavdevji, famous jain hermits known as 'tirthankars' (wise teachers who taught people how to attain nirvana). like all other structures in jaisalmer, the temples are carved out of yellow sandstone. they have been built in the famed dilwara style which is known for its beautiful architecture."
292,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/353.jpg,jaisalmer,gadisar lake,"gadisar lake was constructed in the 14th century by maharawal gadsi singh to meet the water needs of his arid lands. considering its importance, many small temples and shrines were constructed around it, transforming it into a pilgrimage centre and a tourist attraction."
293,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/354.jpg,jaisalmer,bada bagh,"about 6 kilometres to the north of jaisalmer lies bada bagh, also called barabagh (literally big garden). this garden complex houses chhatris or royal cenotaphs of the maharajas of jaisalmer state, including that of jai singh ii. the location of the garden is such that it offers wonderful sunset vistas to tourists."
294,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/355.jpg,jaisalmer,desert national park,"the desert national park displays the best of the thar desert&rsquo;s ecosystem and its varied wildlife. the park is formed of undulating sand dunes, jagged rocks, dense salt lake bottoms and inter-medial areas. various species of animals such as black buck, chinkara and desert fox inhabit the park. the highly endangered great indian bustard, one of the world's heaviest flying birds, can also be seen here. in winter, the park hosts an incredible variety of migratory raptors such himalayan and eurasian griffon vultures, eastern imperial eagle, and the saker falcon."
295,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/others/kulJAISALMER001.jpg,jaisalmer,kuldhara,"the underlying history of kuldhara has piqued the curiosity of one visitor too many, and makes it one of the most enigmatic destinations to visit in jaisalmer, rajasthan. the story has a beautiful daughter, an unscrupulous minister, scared villagers, an exodus in the middle of the night, and no idea where the villagers vanished. this is not the story of a movie, but the unfathomable legend that lies behind the abandoned village of kuldhara. located about 18 km from the city of jaisalmer is this old town that was abandoned by its villagers in the 1800s. it was like the entire town vanished in the course of a single night. with about 85 villages full of people, it remains a mystery as to how no one saw them leave; in fact, even to this date, no one knows where all of them went either. the village remains uninhabited to the day, in the same state that the villagers had left it, hundreds of years ago. the location has become a major tourist destination as people from all over the world travel here to revel in the mysteries of the past. the desolate outline of kuldhara etches a story in front of your eyes, if you are keen enough to read it!"
296,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/others/Ta357.jpg,jaisalmer,tanot mata temple,"some 120 kilometres away from jaisalmer is the tanot mata temple. tanot mata is considered to be a reincarnation of goddess hinglaj. there are many stories of how during the 1965 india-pakistan war, tanot was under heavy attack and shelling. however, none of the shells or bombs fired at the temple exploded. this reaffirmed people&rsquo;s faith that goddess the temple. post the war, the border security force (bsf) rebuilt the temple and today, the temple is managed by a bsf trust."
297,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/358.jpg,jaisalmer,ramdevra temple,"located 12 kilometres from pokhran on the jodhpur &ndash; jaisalmer route lies ramdevra temple. while most people assume it is a temple dedicated lord ram, it is in fact, dedicated to renowned saint baba ramdevji. the temple marks the eternal resting place of baba ramdevji and is visited by people of all faiths. between august and september, a large fair known as ramdevra fair is held here, and it attracts large numbers of devotees who sing devotional songs all night long."
298,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/destinations/JAISALMERWAR002.jpg,jaisalmer,jaisalmer war museum,"&ldquo;if you ate today, thank a farmer, and if you ate in peace, thank a soldier!&rdquo; our military and defense forces spend their days facing perils and hardships, so the citizens of india can sleep peacefully. while we all appreciate and hold respect for all they do for us, the indian army has commemorated the sacrifices of their soldiers in a beautiful display at this war museum, situated at the jaisalmer military base. this exhibit is primarily to pay respect to all the soldiers who took part and lost their lives in the 1965 india-pakistan war and the 1971 longewala battle. a visit to this museum lets you see a number of captured tanks and other memorabilia from the battle, instilling a sense of immense pride in your country and its soldiers. the museum also features an audio-visual room where they screen movies about the battle. you can also see an interview with major kuldip singh chandpuri who was a crucial part of the longewala battle. in the video, he gives a detailed description of how the soldiers fought the longewala battle. the museum also has a war memorial replete with many war trophies and vintage equipment, along with tanks, guns, and military vehicles, murals of soldiers who lost their lives in the war, and weapons which were used during the same. even the air force has given a hunter aircraft, which was used during the battle of longewala in the 1971 indo-pak war, as a present to the museum. located on the jaisalmer-jodhpur highway, the museum has free entry, and holds a very important part of our country&rsquo;s history. it is truly one of the places that you cannot afford to miss."
299,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/destinations/JAISALMERLUNGEMEMORIAL.jpg,jaisalmer,laungewala war memorial,"one of the first major engagements in the western sector during the indo pakistani war of 1971, the battle of laungewala is an inspiring tale of courage in the face of unconquerable odds. a shining example of the courage, bravery, and valor of the indian soldiers, the battle of laungewala created history on 4 december, 1971, when about a hundred indian defenders halted the advancing troops of about 2000 pakistani soldiers and 60 tanks. to celebrate the grit and steely resolve of the indian soldiers who stalled pakistani forces from their aim of cutting deep into the indian territory, the desert corps at laungewala have constructed the laungewala was memorial. an inspiring destination, this war memorial commemorates the valor and the supreme sacrifice of our brave soldiers, instilling in you a sense of pride when you visit this site"
300,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/destinations/AKALWOOD.jpg,jaisalmer,akal wood fossil park,"rajasthan is a treasure trove of history and historical artifacts, but one place in particular takes you beyond the &lsquo;timeline of present&rsquo;, right into the prehistoric jurassic era. the akal wood fossil park is a 21-hectare preserved area that lies about 17 km from jaisalmer, towards barmer.180 million years ago, a forest used to stand where the park is today. the area was then submersed into the sea and the tree trunks were preserved in the form of fossils. with remnants of fallen and broken logs that date back to the pre-historic times, the park is an absolute must-visit attraction. here, you can see large fossilized trunks from trees of different sizes that have been placed in corrugated iron shelters. there are about 25 numb trees, along with centuries-old fossils, and right at the entrance, you can also stroke a fossil of an ancient red-wood tree trunk. in the geological area that had only non-flowering trees, an entire forest comprising of huge trees was fossilized. the presence of these gigantic trees suggests that in the lower jurassic age, the area had hot and humid climate that was able to support a luxuriant forest, as compared to the stark dry climate of today."
301,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/destinations/Jaisalmer-Vyas-Chhatri.jpg,jaisalmer,vyas chhatri,"located in bada bagh in jaisalmer, vyas chhatri is one of the most beautiful examples of rajasthani architecture. this old brahmin cemetery, full of local versions of cenotaphs, is dedicated to ved vyaas, the sage who wrote the epic, mahabharata. filled with cenotaphs all throughout, this place is more popularly referred to as the sunset point of jaisalmer. every evening, hordes of people visit the vyas chhatri to get a glimpse of the beautiful desert sunset. everywhere around here you can see beautiful golden sandstone chhatris that are covered in intricate and delicate carvings. a popular destination among tourists, vyas chhatri offers a bird&rsquo;s eye view of jaisalmer, the fort, and even the adjoining areas. visitors can also witness a number of locals at vyas chhatri, playing rajasthani tunes on the algoza, a double fluted instrument, making it an experience that astounds the senses."
302,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/destinations/Jaisalmer-Amar-Sagar-Lake.jpg,jaisalmer,amar sagar lake,"amar sagar lake, located about 7 km towards the western outskirts of jaisalmer, is a lake cum oasis lying adjacent to the amar singh palace. the palace itself was built in the 17 th century. the complex that includes the palace and the lake is also home to several ponds and wells, along with an old temple dedicated to lord shiva. numerous figureheads of animals carved in stone surround the lake, and according to legends, these carved figureheads are supposed to be protectors of the royal family. at one end, there are pavilions with stairs that lead down to the lake; while at the other end is a beautiful, aesthetically carved jain temple. a peaceful and tranquil place, the amar sagar lake is yet another spot in jaisalmer where you have an opportunity to watch a gorgeous sunset."
303,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/146.jpg,jaisalmer,desert festival,"organised by the department of tourism around january-february, the desert festival is the best place to enjoy rich and colourful rajasthani folk culture. the high points of the festival are puppeteers, acrobats, camel races, camel polo, folk dances, etc."
304,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/144.jpg,jaisalmer,camel safari,"get off the beaten track and see rajasthan in the best way possible &ndash; via the ship of the desert, the camel. there are plenty of reliable safari tour operators to choose from. you can take a one-day tour or choose to stay overnight in villages. meals and mineral water is available on most rides."
305,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/346.jpg,jaisalmer,have your own sand story @ the dunes of jaisalmer,"away from the urban chaos and at the heart of the sprawling thar desert, experience rajasthan in its true essence. camping under the sparkling skies of rajasthan, treats you to the celestial wonders. feel the warm sand under your feet and lay back and enjoy the showcase of cultural performances. an impressive fusion of adventure and comfort, camping amidst the sand dunes of jaisalmer is truly a one of a kind outdoor experience you shouldn&rsquo;t miss."
306,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/125.jpg,jaipur,amber palace,"amber (pronounced amer) is at a distance of about 11 kilometres from jaipur. now a unesco world heritage site, it was the bastion of the kachwahas of amber, until the capital was moved to the plains, to what is today jaipur. the palace, located in craggy hills, is a beautiful melange of hindu and mughal styles. raja man singh i began construction in 1592 and the palace, which was built as a strong, safe haven against attacking enemies, was completed by mirja raja jai singh. the contrast between the harsh exterior and the inviting interior couldn&rsquo;t be more surprising. made entirely of red sandstone and white marble, visitors are left spellbound by the magnificence of the palace that utilises carvings, precious stones and mirrors. the splendour of the palace is enhanced by the breath-taking vista of the maota lake in front. the palace is nearly seven centuries old and has a legendary past. originally a small structure that the rajputs won from the meena tribes, it was later transformed into the grand amber palace."
307,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/103.jpg,jaipur,city palace,"located deep within the walled city, the city palace complex was conceived and built by maharaja sawai jai singh ii, the founder of jaipur. a beautiful fusion of mughal and rajput architecture, the palace is still home to the last ruling royal family which lives in a private section of the palace. maharaja sawai jai singh ii is credited with building most of the structures, but it was expanded upon by later rulers as well. the city palace complex includes the mubarak mahal (the palace of reception) and the maharani&rsquo;s palace (the palace of the queen). mubarak mahal now houses the maharaja sawai man singh ii museum and displays a vast and unique collection of royal costumes, delicate pashmina (kashmiri) shawls, benaras silk saris, and other dresses with sanganeri prints and folk embroidery. the clothes of maharaja sawai madho singh i are also on display. the maharani's palace, surprisingly, has an interesting display of very well-preserved rajput weaponry, some dating back to the 15th century. other than the arms, the palace is adorned with beautiful paintings on the ceiling that are well-maintained."
308,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/106.jpg,jaipur,jantar mantar,"now a unesco world heritage site, jantar mantar in jaipur is considered to be the largest of the five astronomical observatories built by maharaja sawai jai singh ii, the founder of jaipur. it contains sixteen geometric devices, designed to measure time, track celestial bodies and observe the orbits of the planets around the sun. it also houses the interpretation centre that helps the tourists to understand about the working principles &amp; chronolgy of the observatory."
309,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/107.jpg,jaipur,hawa mahal,"hawa mahal, literally the palace of winds, was built in 1799 by the poet king sawai pratap singh as a summer retreat for him and his family. it also served as a place where the ladies of the royal household could observe everyday life without being seen themselves. this unique five-storey structure is a blend of hindu and islamic architecture, and the exterior, with its small latticed windows (called jharokhas), resembles the crown of lord krishna. the windows also serve as an air-conditioner of sorts, blowing cool air throughout the palace, making it the perfect retreat during summers. built from pink sandstone, the hawa mahal is jaipur&rsquo;s iconic landmark and visitors can view its complete magnificence from outside, from across the road. however, it is also possible to climb right up to the top for a wonderful view from the windows. today, the mahal is maintained by the archaeological department of the government of rajasthan and also houses an archaeological museum in the courtyard."
310,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/110.jpg,jaipur,albert hall museum (central museum),"the building gets its name from the victoria and albert museum in london, the inspiration for its design. the exquisitely built albert hall is housed in the centre of ram niwas garden. sir swinton jacob (who is also the mastermind behind many other palaces in rajasthan) conceptualised and designed it using styles from the indo-sarcenic architecture and the prince of wales laid the foundation stone of the building in 1876. the museum displays a wide range of metal objects, wood crafts, carpets, stone and metal sculptures, arms and weapons, natural stones and ivory goods. it also houses a large collection of miniatures from bundi, kota, kishangarh, udaipur and jaipur schools of art."
311,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/101.jpg,jaipur,nahargarh fort,"nahargarh fort sits proudly on a ridge of the aravalli hills, creating an impressive northern backdrop to the city of jaipur. it was constructed during the reign of jai singh in 1734, and was later expanded in 1868. nahargarh, which means abode of tigers, was a formidable barrier, defending jaipur against attacking enemies. within its walls, the fort houses madhavendra bhawan, the summer destination for the members of the royal family. built by sawai madho singh, the palace has 12 matching boudoirs for the queens, at the head of which is a suite for the king. they are all connected by corridors decorated with delicate murals. even today the palace is a favoured spot for local picnickers. the fort looks brilliant when floodlit at night. overlooking the city, it presents a glittering view of the city lights."
312,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/124.jpg,jaipur,jaigarh fort,"about 15 kilometres from jaipur, jaigarh fort was built by sawai jai singh ii sometime in the early 18th century amidst the arid, rocky and thorn-scrub covered hills. despite its ancient construction, it still retains most of its imposing citadel appearance. visitors can see the world&rsquo;s largest cannon &ndash; jaiban, at the fort."
313,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/117.jpg,jaipur,birla temple,"the lakshmi-narayan temple, or the birla temple, as it is more popularly known as, is located at the base of moti dungari. built on an elevated platform, this comparatively modern temple is built entirely of white marble and dominates the skyline of south jaipur. the temple was commissioned and built by renowned indian industrialists, the birlas, in 1988. the temple is dedicated to lord vishnu, also called narayan, and his companion, lakshmi, the goddess of wealth and good fortune. the temple is a work of art and has a marvellous display of exquisite carvings and sculptures covering many mythological themes. the eye is drawn to the images of laxmi and narayan, carved as they are, from one piece of marble. the top of the temple has three domes, each representing the three religions followed in india. this is designed to pay homage to secular india. the temple looks spectacular at night when it is lit up. other than the main temple, the complex has a museum that exhibits the earlier belongings of the birla family."
314,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/105.jpg,jaipur,jal mahal,"one of the most wonderful sights in jaipur is the beautiful jal mahal or lake palace. the light, sand coloured stone walls and the deep blue of the water make for a wonderful contrast. the palace appears to float in the centre of man sagar lake, where its magnificent exteriors can be enjoyed by tourists."
315,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/108.jpg,jaipur,gaitore (memorials of kings),"just off the jaipur-amber road is gaitore, where the former maharajas of jaipur are entombed. the chhatris (cenotaphs), made of white marble display the distinctive rajput style of architecture. the open pavilions with ornate domes are supported by delicately sculpted pillars. the crematorium is located in the middle of yellow sandstone hills. the d&eacute;cor and extravagance of a particular chattri is meant to reflect the stature and prowess of the ruler it contains. the most graceful and beautiful chattri at gaitor is that of maharaja jai singh with 20 carved pillars. tourists are especially drawn towards it because of its intricate carvings."
316,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/112.jpg,jaipur,sisodia rani palace and garden,"sisodia rani palace and garden is located 8 kilometres from jaipur on the agra road. laid out in mughal style, it is painted with the legends of radha and krishna. the garden is multi-tiered and has fountains, water courses and painted pavilions. maharaja sawai jai singh ii built it for his sisodia queen."
317,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/113.jpg,jaipur,vidyadhar garden,"located near sisodia garden, this is yet another beautiful garden which is a must-see for visitors. it is named after vidyadhar bhattacharya, the chief architect of jaipur."
318,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/others/central.jpg,jaipur,central park,"central park is a large green zone right in the centre of jaipur that offers city dwellers a spot for a moment of respite. conceptualised and built by the jaipur development authority, it is jaipur&rsquo;s largest park. it houses a lush garden, the polo ground and a golf club. however, the highlight of the park is india&rsquo;s first all-day-and-all-night monumental national flag which also happens to be the country&rsquo;s tallest flagpole."
319,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/115.jpg,jaipur,anokhi museum of hand printing,"at a mere ten-minute walk through the cobbled streets of amber lies the anokhi museum of hand printing. located in a magnificently restored haveli (mansion), the museum displays a varied selection of block-printed textiles alongside images, tools and related objects &ndash; all chosen to provide an in-depth look into the complexity of this ancient tradition."
320,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/116.jpg,jaipur,govind devji temple,"the krishna temple is a rare spire-less temple and houses the idol of govind devji that sawai jai singh brought from vrindavan. the deity, worshipped by the erstwhile royal family, is also revered by the the locals in the area."
321,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/118.jpg,jaipur,moti doongri ganesh temple,"moti doongri is a small hill around which the city of jaipur flourishes. moti doongri means pearl hill, because the hill indeed resembles a pearl drop. visitors go there to pay homage at the famous ganesh temple, the most auspicious and important religious temple in jaipur. the ganesh temple was built by seth jai ram paliwal, sometime in the early 18th century. a legend goes, the king of mewar was heading back to his palace after a long journey and was carting a massive ganesh idol on a bullock cart. the king had decided that he would build a temple for the idol of lord ganesh wherever the bullock cart stopped. apparently the cart stopped at the foot of the moti doongri, which is where the temple is situated today. the hill also has an exotic palace perched right on top. a replica of a scottish castle, it was once the royal home of maharaja sawai man singh. it continues to belong to the royal family. the mere view of this castle is extremely exotic."
